ORIGIN,DEST,ON_TIME,DELAYED15MIN,DIVERTED,CANCELLED,TOTAL
ABE,ATL,1396,239,6,38,1679
ABE,AVP,0,0,0,1,1
ABE,CLE,26,8,0,0,34
ABE,CLT,909,115,0,26,1050
ABE,DTW,1236,311,5,34,1586
ABE,FLL,118,33,2,0,153
ABE,IAD,240,20,0,16,276
ABE,MCO,1071,145,1,7,1224
ABE,ORD,3733,903,18,217,4871
ABI,DFW,6374,848,8,185,7415
ABQ,ATL,2516,394,8,25,2943
ABQ,BWI,1450,248,6,14,1718
ABQ,DAL,6754,1305,40,50,8149
ABQ,DEN,6915,1318,14,75,8322
ABQ,DFW,7261,951,20,185,8417
ABQ,ELP,1533,312,2,4,1851
ABQ,EWR,1,1,0,0,2
ABQ,HOU,2453,517,12,8,2990
ABQ,IAD,950,123,3,18,1094
ABQ,IAH,4378,916,15,49,5358
ABQ,LAS,4865,905,8,14,5792
ABQ,LAX,7088,1416,13,67,8584
ABQ,LBB,668,278,4,3,953
ABQ,MAF,663,286,1,4,954
ABQ,MCI,1093,154,3,4,1254
ABQ,MCO,828,146,5,1,980
ABQ,MDW,1960,193,7,12,2172
ABQ,MSP,1490,193,2,13,1698
ABQ,OAK,2323,398,4,13,2738
ABQ,ORD,1775,514,12,59,2360
ABQ,PDX,825,199,1,0,1025
ABQ,PHX,12097,2064,9,119,14289
ABQ,SAN,2195,382,5,8,2590
ABQ,SEA,1679,331,2,5,2017
ABQ,SFO,1141,146,5,19,1311
ABQ,SLC,4881,461,8,29,5379
ABQ,STL,962,121,4,4,1091
ABQ,TUS,1706,370,0,2,2078
ABR,MSP,564,41,0,12,617
ABY,ATL,2432,544,3,51,3030
ACK,BOS,88,23,0,0,111
ACK,JFK,609,209,2,24,844
ACT,DFW,1617,187,0,71,1875
ACT,IAH,152,27,0,8,187
ACV,CEC,717,166,19,38,940
ACV,CIC,1,0,0,0,1
ACV,RDD,0,0,1,0,1
ACV,SFO,4161,2618,8,458,7245
ACV,SMF,1412,330,4,126,1872
ACY,ATL,1246,187,2,31,1466
ACY,MCO,101,9,0,3,113
ADK,ANC,209,85,0,18,312
ADQ,ANC,1580,239,0,193,2012
AEX,ATL,3328,675,9,78,4090
AEX,DFW,2929,478,8,78,3493
AEX,IAH,2005,402,5,49,2461
AEX,LFT,0,0,1,0,1
AEX,MEM,494,73,1,21,589
AGS,ATL,7214,2061,1,184,9460
AGS,CLT,63,14,0,1,78
AGS,DFW,954,198,5,25,1182
AGS,LGA,7,4,0,0,11
AKN,ANC,208,35,0,2,245
ALB,ATL,2059,457,7,53,2576
ALB,BWI,4729,941,15,80,5765
ALB,CLE,2755,426,2,61,3244
ALB,CLT,1845,305,2,41,2193
ALB,CVG,241,13,3,2,259
ALB,DTW,1110,277,1,48,1436
ALB,EWR,544,323,0,65,932
ALB,FLL,992,97,5,4,1098
ALB,IAD,1598,391,2,76,2067
ALB,JFK,220,82,0,19,321
ALB,LAS,953,135,3,4,1095
ALB,MCO,2191,332,6,21,2550
ALB,MDW,1872,244,9,27,2152
ALB,MSP,183,17,0,6,206
ALB,ORD,3184,742,20,114,4060
ALB,TPA,1038,70,1,7,1116
ALO,MSP,95,13,0,3,111
ALO,ORD,445,50,1,13,509
AMA,DAL,5232,844,21,93,6190
AMA,DEN,2678,529,8,34,3249
AMA,DFW,4947,1044,11,196,6198
AMA,IAH,3241,626,8,96,3971
AMA,LAS,929,161,0,6,1096
AMA,LBB,0,0,0,1,1
AMA,MEM,488,64,1,7,560
AMA,SHV,0,1,0,0,1
ANC,ADK,247,47,1,17,312
ANC,ADQ,1635,183,4,190,2012
ANC,AKN,221,22,0,2,245
ANC,ATL,55,28,0,0,83
ANC,BET,2567,369,2,95,3033
ANC,CDV,923,146,13,2,1084
ANC,DEN,872,247,2,5,1126
ANC,DFW,313,119,4,2,438
ANC,DLG,207,32,2,3,244
ANC,DTW,120,16,0,0,136
ANC,FAI,7422,787,10,36,8255
ANC,HNL,820,108,0,0,928
ANC,IAH,239,129,1,1,370
ANC,JNU,2906,399,57,6,3368
ANC,KOA,8,0,0,0,8
ANC,LAX,529,50,2,1,582
ANC,LGB,178,28,0,3,209
ANC,MSP,1868,327,7,5,2207
ANC,OGG,162,33,0,0,195
ANC,OME,958,125,23,17,1123
ANC,ORD,1256,391,12,3,1662
ANC,OTZ,1782,261,53,28,2124
ANC,PDX,2097,191,3,6,2297
ANC,PHL,110,69,0,1,180
ANC,PHX,961,213,2,13,1189
ANC,SCC,858,95,6,12,971
ANC,SEA,16072,1789,41,102,18004
ANC,SFO,259,68,2,3,332
ANC,SLC,1196,146,2,3,1347
APN,DTW,72,8,0,2,82
APN,MSP,108,6,0,4,118
ART,ORD,595,79,2,26,702
ASE,ATL,54,24,2,7,87
ASE,DEN,7277,1352,6,666,9301
ASE,DFW,137,45,0,21,203
ASE,IAH,315,93,1,22,431
ASE,LAX,1202,347,1,98,1648
ASE,ORD,869,333,6,102,1310
ASE,SFO,289,165,3,39,496
ASE,SLC,69,24,0,8,101
ATL,ABE,1440,431,7,27,1905
ATL,ABQ,2378,547,2,14,2941
ATL,ABY,2451,532,6,41,3030
ATL,ACY,1201,232,3,29,1465
ATL,AEX,3246,774,10,58,4088
ATL,AGS,7387,1877,20,167,9451
ATL,ALB,1963,551,10,46,2570
ATL,ANC,57,26,0,0,83
ATL,ASE,51,23,6,7,87
ATL,ATW,913,374,7,32,1326
ATL,AUS,5733,1048,5,57,6843
ATL,AVL,7095,1723,19,176,9013
ATL,AVP,305,68,0,3,376
ATL,BDL,5350,852,11,96,6309
ATL,BHM,9080,2119,12,183,11394
ATL,BKG,1690,182,8,24,1904
ATL,BMI,4943,1314,26,114,6397
ATL,BNA,8147,1864,12,147,10170
ATL,BOS,13223,3170,20,242,16655
ATL,BQK,2345,534,13,51,2943
ATL,BTR,6506,1845,24,126,8501
ATL,BUF,7365,1078,25,81,8549
ATL,BWI,15755,3339,28,328,19450
ATL,BZN,139,34,3,1,177
ATL,CAE,8164,1991,8,132,10295
ATL,CAK,7764,1628,20,93,9505
ATL,CHA,7369,1805,6,161,9341
ATL,CHO,2523,496,12,64,3095
ATL,CHS,8988,1765,16,172,10941
ATL,CID,671,125,3,6,805
ATL,CLE,6065,1577,12,158,7812
ATL,CLT,17733,3795,19,262,21809
ATL,CMH,8325,1486,13,101,9925
ATL,COS,922,227,8,8,1165
ATL,COU,258,50,2,0,310
ATL,CRW,3924,961,40,108,5033
ATL,CSG,3351,858,1,78,4288
ATL,CVG,6205,1102,7,55,7369
ATL,DAB,4171,910,18,55,5154
ATL,DAL,427,88,2,0,517
ATL,DAY,7592,1389,12,109,9102
ATL,DCA,17986,3808,55,569,22418
ATL,DEN,13892,2685,41,101,16719
ATL,DFW,22206,3954,101,529,26790
ATL,DHN,3244,729,7,75,4055
ATL,DSM,1912,571,5,29,2517
ATL,DTW,12116,2463,23,92,14694
ATL,ECP,5727,1314,21,104,7166
ATL,EGE,266,33,6,5,310
ATL,ELP,1952,404,13,17,2386
ATL,EVV,2741,606,11,54,3412
ATL,EWN,2201,527,12,38,2778
ATL,EWR,11114,4196,67,670,16047
ATL,EYW,2733,654,33,85,3505
ATL,FAY,7086,1843,24,144,9097
ATL,FCA,29,1,0,0,30
ATL,FLL,18386,4031,26,144,22587
ATL,FLO,229,46,1,8,284
ATL,FNT,5786,1359,8,95,7248
ATL,FSD,92,32,0,0,124
ATL,FSM,358,53,3,1,415
ATL,FWA,1160,264,5,21,1450
ATL,GNV,5623,1374,13,85,7095
ATL,GPT,5326,1176,29,111,6642
ATL,GRK,1443,553,7,30,2033
ATL,GRR,2105,686,11,52,2854
ATL,GSO,6810,1683,9,143,8645
ATL,GSP,6487,1519,8,151,8165
ATL,GTR,1729,371,3,29,2132
ATL,GUC,12,1,0,0,13
ATL,HDN,266,28,6,3,303
ATL,HNL,897,195,1,3,1096
ATL,HOU,8612,1906,31,133,10682
ATL,HPN,5306,1798,57,188,7349
ATL,HSV,7589,1732,13,168,9502
ATL,IAD,11239,2239,27,343,13848
ATL,IAH,11955,2988,40,217,15200
ATL,ICT,5680,1336,16,85,7117
ATL,ILM,5248,1273,13,101,6635
ATL,IND,9527,1936,13,125,11601
ATL,JAC,141,22,4,2,169
ATL,JAN,6542,1630,16,130,8318
ATL,JAX,13793,2716,6,165,16680
ATL,JFK,5042,1475,12,87,6616
ATL,LAS,10750,1913,30,51,12744
ATL,LAX,12067,3107,23,48,15245
ATL,LEX,6174,1541,13,114,7842
ATL,LFT,3211,815,21,57,4104
ATL,LGA,22949,7188,174,1101,31412
ATL,LIT,6492,1539,24,133,8188
ATL,LWB,525,122,1,14,662
ATL,LYH,748,170,4,21,943
ATL,MCI,9415,1606,31,142,11194
ATL,MCO,22488,4858,24,147,27517
ATL,MDT,3658,1033,18,76,4785
ATL,MDW,12254,2465,43,241,15003
ATL,MEI,1493,354,6,41,1894
ATL,MEM,11268,2335,17,152,13772
ATL,MFE,491,149,4,6,650
ATL,MGM,6826,1595,15,134,8570
ATL,MHT,1179,249,3,10,1441
ATL,MIA,14954,3076,44,249,18323
ATL,MKE,9586,1804,30,112,11532
ATL,MLB,3850,919,5,49,4823
ATL,MLI,3723,1170,13,84,4990
ATL,MLU,2801,702,11,60,3574
ATL,MOB,6442,1675,19,145,8281
ATL,MSN,1035,264,4,23,1326
ATL,MSP,13781,2672,28,121,16602
ATL,MSY,13202,2322,20,208,15752
ATL,MTJ,150,30,0,1,181
ATL,MYR,4741,1093,10,94,5938
ATL,OAJ,3627,896,21,68,4612
ATL,OAK,66,37,0,0,103
ATL,OKC,3416,1000,10,65,4491
ATL,OMA,3053,909,15,60,4037
ATL,ONT,961,229,2,5,1197
ATL,ORD,17150,4934,49,608,22741
ATL,ORF,6457,1060,13,109,7639
ATL,PBI,10256,2239,27,102,12624
ATL,PDX,2667,569,9,12,3257
ATL,PFN,937,166,8,32,1143
ATL,PHF,7292,1579,23,163,9057
ATL,PHL,16053,3843,29,425,20350
ATL,PHX,10265,1752,25,56,12098
ATL,PIA,523,110,0,4,637
ATL,PIT,10389,1892,20,155,12456
ATL,PNS,9504,1853,25,126,11508
ATL,PVD,2596,550,9,46,3201
ATL,PWM,2065,500,17,33,2615
ATL,RDU,13801,2115,18,182,16116
ATL,RIC,10654,1517,15,192,12378
ATL,RNO,0,2,0,0,2
ATL,ROA,3822,1010,31,96,4959
ATL,ROC,5506,1076,17,58,6657
ATL,RSW,10290,1965,19,82,12356
ATL,SAN,4806,956,26,29,5817
ATL,SAT,9523,1899,20,98,11540
ATL,SAV,8618,1906,13,142,10679
ATL,SBN,1369,324,7,19,1719
ATL,SCE,1,0,0,0,1
ATL,SDF,6378,1382,10,134,7904
ATL,SEA,6772,1594,12,28,8406
ATL,SFO,7422,2256,16,31,9725
ATL,SGF,3158,728,19,44,3949
ATL,SHV,4205,1009,13,85,5312
ATL,SJC,766,213,3,8,990
ATL,SJU,5843,932,16,25,6816
ATL,SLC,7109,1361,9,44,8523
ATL,SMF,1634,286,5,10,1935
ATL,SNA,4193,585,12,36,4826
ATL,SRQ,7202,1215,10,63,8490
ATL,STL,10026,1724,19,148,11917
ATL,STT,1568,170,10,8,1756
ATL,STX,103,24,0,0,127
ATL,SWF,913,453,2,35,1403
ATL,SYR,2327,669,7,31,3034
ATL,TLH,7386,1852,18,148,9404
ATL,TPA,17671,3454,21,156,21302
ATL,TRI,6378,1334,13,116,7841
ATL,TUL,2963,985,15,71,4034
ATL,TUS,1757,361,5,10,2133
ATL,TYS,6466,1512,6,129,8113
ATL,UTM,185,18,1,4,208
ATL,VLD,2444,619,11,45,3119
ATL,VPS,8009,2257,18,155,10439
ATL,XNA,4534,1079,25,103,5741
ATW,ATL,1100,187,1,37,1325
ATW,DEN,265,37,0,7,309
ATW,DTW,1315,321,2,53,1691
ATW,MEM,2,1,0,0,3
ATW,MSN,0,1,0,0,1
ATW,MSP,1986,219,0,41,2246
ATW,ORD,4355,1037,3,302,5697
AUS,ATL,5763,996,14,68,6841
AUS,BKG,94,11,0,1,106
AUS,BNA,1766,268,3,3,2040
AUS,BOS,772,297,3,24,1096
AUS,BWI,2022,370,6,22,2420
AUS,CLT,2738,252,3,19,3012
AUS,CVG,19,2,0,0,21
AUS,DAL,10176,1543,31,80,11830
AUS,DCA,145,28,2,2,177
AUS,DEN,6298,1068,21,30,7417
AUS,DFW,14002,1681,15,303,16001
AUS,DTW,463,84,0,7,554
AUS,ELP,2989,599,4,10,3602
AUS,EWR,2050,617,10,52,2729
AUS,FLL,1814,362,9,5,2190
AUS,HOU,4457,838,10,13,5318
AUS,HRL,911,160,2,9,1082
AUS,IAD,1316,316,9,28,1669
AUS,IAH,8751,1456,4,75,10286
AUS,JFK,3010,550,15,89,3664
AUS,LAS,2766,494,3,2,3265
AUS,LAX,5300,906,5,39,6250
AUS,LBB,1580,303,5,8,1896
AUS,LGB,865,221,0,3,1089
AUS,MCO,2294,403,7,6,2710
AUS,MDW,1816,316,7,11,2150
AUS,MEM,872,144,2,22,1040
AUS,MSP,478,135,2,2,617
AUS,OAK,854,207,0,1,1062
AUS,ORD,4762,936,22,97,5817
AUS,PDX,54,15,0,0,69
AUS,PHL,146,24,0,10,180
AUS,PHX,7428,992,11,40,8471
AUS,SAN,1789,281,9,4,2083
AUS,SEA,845,230,0,4,1079
AUS,SFO,2998,866,13,31,3908
AUS,SJC,1892,318,1,5,2216
AUS,SLC,1381,227,3,7,1618
AUS,TPA,873,212,5,2,1092
AVL,ABE,0,0,1,0,1
AVL,ATL,7005,1807,7,187,9006
AVL,CLT,0,1,0,0,1
AVL,CMX,0,1,0,0,1
AVL,DFW,257,24,1,1,283
AVL,DTW,744,173,5,21,943
AVL,EWR,812,307,4,88,1211
AVL,GSP,0,0,1,0,1
AVL,IAH,642,276,2,19,939
AVL,LGA,26,14,0,2,42
AVL,MCO,312,54,0,4,370
AVL,ORD,1765,425,10,50,2250
AVL,TPA,148,26,1,0,175
AVP,ATL,339,50,0,4,393
AVP,CLT,322,12,3,11,348
AVP,DTW,877,199,4,37,1117
AVP,JFK,0,1,0,0,1
AVP,ORD,2330,678,12,116,3136
AZA,DEN,41,6,0,0,47
AZO,DTW,1425,248,2,71,1746
AZO,MSP,342,41,0,18,401
AZO,ORD,2088,278,0,137,2503
BDL,ATL,5378,806,18,109,6311
BDL,BNA,609,55,1,5,670
BDL,BOS,0,1,0,0,1
BDL,BWI,6407,1431,23,134,7995
BDL,CLE,853,82,1,10,946
BDL,CLT,4357,791,12,111,5271
BDL,CVG,696,91,1,21,809
BDL,DCA,1230,140,1,52,1423
BDL,DEN,904,110,1,9,1024
BDL,DFW,2688,415,20,58,3181
BDL,DTW,3260,454,7,69,3790
BDL,EWR,915,265,0,57,1237
BDL,FLL,2172,397,4,46,2619
BDL,IAD,3193,548,3,121,3865
BDL,JFK,224,100,0,21,345
BDL,LAS,828,161,7,7,1003
BDL,LAX,40,37,0,0,77
BDL,MCO,4987,862,9,72,5930
BDL,MDW,2426,397,11,39,2873
BDL,MIA,1119,149,6,26,1300
BDL,MSP,1597,210,5,29,1841
BDL,ORD,7078,1555,30,284,8947
BDL,PBI,644,148,3,11,806
BDL,PHL,802,185,4,22,1013
BDL,PVD,0,0,1,0,1
BDL,RDU,406,55,1,20,482
BDL,RSW,274,47,0,6,327
BDL,SJU,990,178,3,14,1185
BDL,TPA,1974,236,1,22,2233
BET,ANC,2475,454,4,100,3033
BFL,DEN,1128,108,2,17,1255
BFL,FAT,0,0,1,0,1
BFL,IAH,1016,140,2,7,1165
BFL,LAX,1647,441,0,29,2117
BFL,PHX,2920,284,2,36,3242
BFL,SBA,0,1,0,0,1
BFL,SBP,0,0,2,0,2
BFL,SFO,2159,881,10,118,3168
BGM,DTW,764,136,3,28,931
BGM,ORD,0,1,0,0,1
BGR,DTW,1439,346,5,35,1825
BGR,JFK,143,32,0,14,189
BGR,LGA,179,27,0,7,213
BHM,ATL,9077,2094,4,222,11397
BHM,BNA,1682,300,2,6,1990
BHM,BTR,1,0,0,0,1
BHM,BWI,2475,490,12,41,3018
BHM,CLT,1404,172,2,21,1599
BHM,COU,1,0,0,0,1
BHM,DAL,2612,429,9,18,3068
BHM,DEN,1098,183,11,7,1299
BHM,DFW,2748,372,10,70,3200
BHM,DTW,1198,237,4,25,1464
BHM,HOU,1766,280,4,13,2063
BHM,HSV,1,0,0,0,1
BHM,IAH,4804,1180,18,79,6081
BHM,JAX,825,258,1,2,1086
BHM,LAS,925,171,0,0,1096
BHM,LAX,1,0,0,0,1
BHM,LGA,471,109,5,36,621
BHM,MCO,1879,299,2,9,2189
BHM,MDW,1770,318,7,15,2110
BHM,MEM,1753,227,3,26,2009
BHM,MIA,1642,284,13,34,1973
BHM,MSP,190,32,1,8,231
BHM,MSY,1663,302,4,10,1979
BHM,ORD,2298,590,14,73,2975
BHM,PHX,827,99,3,4,933
BHM,SDF,988,220,1,2,1211
BHM,STL,945,146,1,4,1096
BHM,TPA,1736,359,2,3,2100
BIL,BZN,0,0,1,0,1
BIL,CLE,1,0,0,1,2
BIL,COD,0,0,2,0,2
BIL,DEN,4003,682,8,77,4770
BIL,MSP,910,97,2,7,1016
BIL,ORD,275,44,0,3,322
BIL,SLC,4397,250,6,27,4680
BIS,CLE,0,1,0,0,1
BIS,DEN,3214,617,12,78,3921
BIS,FAR,0,1,0,0,1
BIS,MLI,0,1,0,0,1
BIS,MOT,0,0,1,0,1
BIS,MSP,4279,590,7,92,4968
BIS,ORD,634,178,3,34,849
BIS,RAP,0,0,1,0,1
BIS,SLC,286,76,2,4,368
BJI,MSP,613,43,0,14,670
BKG,ATL,1631,236,7,30,1904
BKG,AUS,76,29,0,1,106
BKG,BNA,33,17,0,2,52
BKG,BWI,50,5,0,2,57
BKG,DEN,438,101,2,5,546
BKG,DSM,80,27,0,1,108
BKG,GPT,42,5,0,0,47
BKG,HOU,376,63,0,5,444
BKG,IND,24,4,0,2,30
BKG,MCO,140,14,0,3,157
BKG,MDW,327,27,2,5,361
BKG,PHX,7,1,0,0,8
BKG,SHV,41,3,0,1,45
BLI,DEN,95,21,0,0,116
BLI,HNL,559,78,5,0,642
BLI,LAS,910,95,0,2,1007
BLI,OGG,29,1,0,0,30
BMI,ATL,5218,1031,14,136,6399
BMI,DFW,907,163,10,16,1096
BMI,DTW,633,143,2,12,790
BMI,MCO,445,93,0,1,539
BMI,MSP,387,61,0,12,460
BMI,ORD,834,165,0,70,1069
BMI,RSW,39,3,0,1,43
BNA,ATL,7885,2187,16,171,10259
BNA,AUS,1684,371,0,5,2060
BNA,BDL,495,165,2,8,670
BNA,BHM,1602,384,6,5,1997
BNA,BKG,33,17,0,2,52
BNA,BOS,109,32,0,1,142
BNA,BWI,5402,1278,18,94,6792
BNA,CHS,568,91,1,0,660
BNA,CLE,1693,403,2,10,2108
BNA,CLT,4925,726,5,66,5722
BNA,CMH,1622,424,2,7,2055
BNA,CVG,1352,220,3,27,1602
BNA,DCA,4051,782,13,251,5097
BNA,DEN,6675,1221,34,30,7960
BNA,DFW,7080,938,29,157,8204
BNA,DTW,5131,1005,12,110,6258
BNA,ECP,1478,411,7,6,1902
BNA,EWR,3369,1532,17,205,5123
BNA,FLL,1827,387,2,4,2220
BNA,GSP,548,110,0,2,660
BNA,HOU,3333,798,8,23,4162
BNA,HSV,0,2,0,0,2
BNA,IAD,1542,343,6,43,1934
BNA,IAH,4792,1334,14,55,6195
BNA,JAX,3015,649,4,6,3674
BNA,JFK,940,210,8,50,1208
BNA,LAS,2505,364,3,1,2873
BNA,LAX,2779,609,5,18,3411
BNA,LGA,4165,891,24,208,5288
BNA,MCI,3017,523,7,12,3559
BNA,MCO,4115,805,6,22,4948
BNA,MDW,6138,1322,23,58,7541
BNA,MEM,2132,317,2,50,2501
BNA,MIA,2538,585,6,37,3166
BNA,MSP,2378,515,14,58,2965
BNA,MSY,2434,512,4,12,2962
BNA,OAK,137,31,0,0,168
BNA,ONT,43,19,0,1,63
BNA,ORD,9575,2449,26,356,12406
BNA,ORF,807,273,2,9,1091
BNA,PAH,0,1,0,0,1
BNA,PHL,1675,406,7,22,2110
BNA,PHX,2114,410,7,4,2535
BNA,PVD,343,97,2,4,446
BNA,RDU,3364,700,9,9,4082
BNA,RSW,146,24,0,0,170
BNA,SAN,1185,200,2,0,1387
BNA,SAT,1655,341,5,2,2003
BNA,SBN,1,0,0,0,1
BNA,SEA,426,63,0,0,489
BNA,SLC,912,158,6,14,1090
BNA,STL,1591,334,4,11,1940
BNA,TPA,3529,717,4,14,4264
BOI,DEN,6699,1094,20,48,7861
BOI,GEG,2196,295,8,7,2506
BOI,LAS,1943,230,1,1,2175
BOI,LAX,1988,435,2,17,2442
BOI,MSP,723,36,0,4,763
BOI,OAK,1808,236,2,4,2050
BOI,ORD,1208,216,4,11,1439
BOI,PDX,1787,238,1,6,2032
BOI,PHX,2651,242,1,9,2903
BOI,RDM,0,0,1,0,1
BOI,RNO,1352,189,2,2,1545
BOI,SEA,1187,200,3,2,1392
BOI,SFO,3420,1151,9,91,4671
BOI,SLC,6366,639,3,53,7061
BOS,ACK,83,28,0,0,111
BOS,ATL,13495,2785,37,272,16589
BOS,AUS,876,203,3,14,1096
BOS,BNA,122,19,0,1,142
BOS,BUF,2509,711,8,40,3268
BOS,BWI,15646,3478,27,452,19603
BOS,CAK,1120,322,0,20,1462
BOS,CLE,2016,401,2,52,2471
BOS,CLT,9629,2148,15,175,11967
BOS,CMH,166,53,0,4,223
BOS,COS,1,0,0,0,1
BOS,CVG,1391,307,3,33,1734
BOS,DCA,21078,3525,44,854,25501
BOS,DEN,6439,1382,27,75,7923
BOS,DFW,7198,1613,61,307,9179
BOS,DTW,5248,1071,7,120,6446
BOS,EWR,7911,3248,9,285,11453
BOS,FLL,4223,1387,10,78,5698
BOS,IAD,8395,1973,16,233,10617
BOS,IAH,3943,1131,12,47,5133
BOS,IND,840,314,4,48,1206
BOS,JAX,1181,319,3,16,1519
BOS,JFK,11476,3313,19,538,15346
BOS,LAS,1739,597,4,20,2360
BOS,LAX,6516,1707,43,94,8360
BOS,LGA,22172,4003,18,2037,28230
BOS,LGB,738,283,18,7,1046
BOS,MCI,106,57,1,0,164
BOS,MCO,8018,2182,13,113,10326
BOS,MDW,4169,903,18,92,5182
BOS,MEM,560,134,1,18,713
BOS,MIA,6049,1135,33,134,7351
BOS,MKE,3065,524,7,57,3653
BOS,MSP,4244,923,10,80,5257
BOS,MSY,818,181,2,14,1015
BOS,OAK,234,129,6,2,371
BOS,ORD,15511,3549,43,493,19596
BOS,ORF,2,0,0,1,3
BOS,PBI,2990,1053,4,50,4097
BOS,PDX,1122,193,2,8,1325
BOS,PHF,933,219,0,16,1168
BOS,PHL,14900,2998,39,648,18585
BOS,PHX,4080,840,10,61,4991
BOS,PIT,2199,462,2,42,2705
BOS,RDU,5258,1215,8,143,6624
BOS,RIC,1608,441,5,33,2087
BOS,RSW,3962,968,11,55,4996
BOS,SAN,1167,355,22,17,1561
BOS,SEA,2416,575,2,23,3016
BOS,SFO,7585,2209,134,121,10049
BOS,SJC,541,184,20,7,752
BOS,SJU,2566,861,8,40,3475
BOS,SLC,1119,350,4,16,1489
BOS,SRQ,430,124,3,10,567
BOS,STL,2036,363,4,30,2433
BOS,STT,313,79,1,4,397
BOS,TPA,2853,921,7,40,3821
BPT,IAH,13,3,0,0,16
BQK,ATL,2316,567,2,58,2943
BQN,EWR,777,165,2,12,956
BQN,JFK,1735,291,3,44,2073
BQN,MCO,1206,266,0,6,1478
BRD,INL,7,2,0,0,9
BRD,MSP,138,12,0,3,153
BRO,DFW,1834,317,7,60,2218
BRO,IAH,4310,601,11,82,5004
BRW,ANC,1107,243,6,39,1395
BRW,FAI,772,283,5,25,1085
BTM,SLC,1990,138,1,76,2205
BTR,ATL,6359,1911,22,210,8502
BTR,BHM,1,0,0,0,1
BTR,DCA,0,1,0,0,1
BTR,DFW,6765,1360,20,255,8400
BTR,IAH,5190,1011,19,105,6325
BTR,MEM,1698,356,3,39,2096
BTR,MOB,0,1,0,0,1
BTV,ALB,1,0,0,0,1
BTV,CLE,786,237,2,24,1049
BTV,DTW,657,319,4,45,1025
BTV,EWR,1491,683,1,142,2317
BTV,IAD,1307,259,6,57,1629
BTV,JFK,4138,1002,3,183,5326
BTV,LGA,3,1,0,1,5
BTV,MCO,884,109,1,7,1001
BTV,ORD,1765,512,8,103,2388
BUF,ATL,7375,1054,21,99,8549
BUF,BOS,2530,685,5,48,3268
BUF,BWI,5329,1134,16,85,6564
BUF,CLE,442,37,0,5,484
BUF,CLT,3567,551,1,49,4168
BUF,CVG,216,43,1,8,268
BUF,DTW,1277,358,1,38,1674
BUF,EWR,1126,488,2,108,1724
BUF,FLL,1749,266,4,10,2029
BUF,IAD,2965,561,7,119,3652
BUF,JFK,7578,1800,9,281,9668
BUF,LAS,1635,243,7,1,1886
BUF,LGA,245,67,2,11,325
BUF,MCO,4865,862,14,19,5760
BUF,MDW,3194,635,9,29,3867
BUF,MSP,57,11,1,1,70
BUF,ORD,7693,1843,16,243,9795
BUF,PHL,1281,218,0,32,1531
BUF,PHX,923,163,3,3,1092
BUF,RSW,552,62,1,4,619
BUF,TPA,1617,269,6,7,1899
BUR,BOI,0,1,0,0,1
BUR,DEN,3051,588,11,40,3690
BUR,DFW,2304,341,96,36,2777
BUR,JFK,1887,392,93,38,2410
BUR,LAS,11198,1564,3,142,12907
BUR,LGB,2,0,0,0,2
BUR,OAK,11736,1626,2,361,13725
BUR,PDX,1611,150,4,21,1786
BUR,PHX,11307,1227,6,135,12675
BUR,ROC,1,0,0,0,1
BUR,SEA,2999,188,2,7,3196
BUR,SFO,3954,1720,5,282,5961
BUR,SJC,7159,930,7,254,8350
BUR,SLC,2972,195,4,8,3179
BUR,SMF,7231,893,0,122,8246
BWI,ABQ,1344,362,2,14,1722
BWI,ALB,4289,1385,2,87,5763
BWI,ATL,15978,3047,41,384,19450
BWI,AUS,1827,535,5,29,2396
BWI,BDL,5920,1901,5,138,7964
BWI,BHM,2327,651,7,42,3027
BWI,BKG,53,3,1,0,57
BWI,BNA,5292,1406,8,110,6816
BWI,BOS,15269,3850,6,469,19594
BWI,BUF,4827,1661,4,89,6581
BWI,CHS,1567,382,5,16,1970
BWI,CLE,4079,1164,5,82,5330
BWI,CLT,9532,1912,7,194,11645
BWI,CMH,3724,1103,8,69,4904
BWI,CVG,497,95,2,22,616
BWI,DAY,2643,366,2,41,3052
BWI,DEN,6224,1193,26,97,7540
BWI,DFW,5186,1067,39,169,6461
BWI,DTW,7939,1632,11,167,9749
BWI,ECP,1469,348,7,19,1843
BWI,EWR,2849,1177,3,230,4259
BWI,FLL,6781,1526,16,100,8423
BWI,GRR,1922,285,7,22,2236
BWI,GSP,1014,290,0,10,1314
BWI,HOU,2623,756,6,46,3431
BWI,HSV,1389,201,4,14,1608
BWI,IAH,3272,672,11,51,4006
BWI,IND,3243,808,4,65,4120
BWI,ISP,4088,1442,4,128,5662
BWI,JAN,1196,265,6,23,1490
BWI,JAX,3341,848,9,45,4243
BWI,JFK,932,355,2,98,1387
BWI,LAS,2956,646,4,38,3644
BWI,LAX,2750,642,4,29,3425
BWI,LGA,1992,1158,5,76,3231
BWI,LIT,848,235,4,9,1096
BWI,MCI,2266,606,8,35,2915
BWI,MCO,10870,2278,23,172,13343
BWI,MDW,5591,1255,17,160,7023
BWI,MEM,875,223,2,36,1136
BWI,MHT,6382,1886,3,139,8410
BWI,MIA,2848,543,13,60,3464
BWI,MKE,3810,786,7,72,4675
BWI,MSP,2535,505,6,67,3113
BWI,MSY,2561,579,5,28,3173
BWI,OKC,797,281,4,14,1096
BWI,ORD,7718,1812,23,336,9889
